section,metric,value,year,stage,ancestry,entity_type,entity,era,snapshot
annual_ancestry,Participant share (%),4.769698561924128,2022.0,replication,Other/Mixed,,,,
annual_ancestry,Participant share (%),80.97913615533201,2023.0,replication,European,,,,
annual_ancestry,Participant share (%),3.458825979761072,2023.0,replication,Asian,,,,
annual_ancestry,Participant share (%),1.1679159703024773,2023.0,replication,African,,,,
annual_ancestry,Participant share (%),7.480133038652697,2023.0,replication,African American or Afro-Caribbean,,,,
annual_ancestry,Participant share (%),6.909178974320153,2023.0,replication,Hispanic or Latin American,,,,
annual_ancestry,Participant share (%),0.004809881631583136,2023.0,replication,Other/Mixed,,,,
annual_ancestry,Participant share (%),87.32189572966006,2024.0,replication,European,,,,
annual_ancestry,Participant share (%),5.484820968963072,2024.0,replication,Asian,,,,
annual_ancestry,Participant share (%),0.8972691495802363,2024.0,replication,African,,,,
annual_ancestry,Participant share (%),1.5548239372313686,2024.0,replication,African American or Afro-Caribbean,,,,
annual_ancestry,Participant share (%),1.3364589866828926,2024.0,replication,Hispanic or Latin American,,,,
annual_ancestry,Participant share (%),3.40473122788237,2024.0,replication,Other/Mixed,,,,
annual_ancestry,Participant share (%),73.8622063262431,2025.0,replication,European,,,,
annual_ancestry,Participant share (%),12.948034360873843,2025.0,replication,Asian,,,,
annual_ancestry,Participant share (%),2.7704177183648984,2025.0,replication,African,,,,
annual_ancestry,Participant share (%),1.831603619233194,2025.0,replication,African American or Afro-Caribbean,,,,
annual_ancestry,Participant share (%),0.7937156275009494,2025.0,replication,Hispanic or Latin American,,,,
annual_ancestry,Participant share (%),7.794022347784024,2025.0,replication,Other/Mixed,,,,
annual_ancestry,Participant share (%),83.29432276060878,2026.0,replication,European,,,,
annual_ancestry,Participant share (%),16.50456231305758,2026.0,replication,Asian,,,,
annual_ancestry,Participant share (%),0.06801043417601343,2026.0,replication,African,,,,
annual_ancestry,Participant share (%),0.004708379973549167,2026.0,replication,African American or Afro-Caribbean,,,,
annual_ancestry,Participant share (%),0.12832280806473426,2026.0,replication,Hispanic or Latin American,,,,
annual_ancestry,Participant share (%),7.330411934866967e-05,2026.0,replication,Other/Mixed,,,,
funder_summary,Participant instances,5688161.0,,,,Funder,Arthritis Research UK,,
funder_summary,Non-European %,3.2082601037488216,,,,Funder,Arthritis Research UK,,
funder_summary,Effective ancestry groups,1.0667893941697082,,,,Funder,Arthritis Research UK,,
funder_summary,Publications,65.0,,,,Funder,Arthritis Research UK,,
funder_summary,Accessions,434.0,,,,Funder,Arthritis Research UK,,
funder_ancestry,Participant share (%),96.79173989625119,,,European,Funder,Arthritis Research UK,,
funder_ancestry,Participant share (%),1.9549200523684191,,,Asian,Funder,Arthritis Research UK,,
funder_ancestry,Participant share (%),0.0,,,African,Funder,Arthritis Research UK,,
funder_ancestry,Participant share (%),0.038975690034090106,,,African American or Afro-Caribbean,Funder,Arthritis Research UK,,
funder_ancestry,Participant share (%),0.0071903731276242,,,Hispanic or Latin American,Funder,Arthritis Research UK,,
funder_ancestry,Participant share (%),1.2071739882186878,,,Other/Mixed,Funder,Arthritis Research UK,,
funder_summary,Participant instances,106348527.0,,,,Funder,Biotechnology and Biological Sciences Research Council,,
funder_summary,Non-European %,9.606479081746002,,,,Funder,Biotechnology and Biological Sciences Research Council,,
funder_summary,Effective ancestry groups,1.2176830448084286,,,,Funder,Biotechnology and Biological Sciences Research Council,,
funder_summary,Publications,164.0,,,,Funder,Biotechnology and Biological Sciences Research Council,,
funder_summary,Accessions,866.0,,,,Funder,Biotechnology and Biological Sciences Research Council,,
funder_ancestry,Participant share (%),90.393520918254,,,European,Funder,Biotechnology and Biological Sciences Research Council,,
funder_ancestry,Participant share (%),6.166354330417759,,,Asian,Funder,Biotechnology and Biological Sciences Research Council,,
funder_ancestry,Participant share (%),0.8256860953043571,,,African,Funder,Biotechnology and Biological Sciences Research Council,,
funder_ancestry,Participant share (%),0.8574382981345854,,,African American or Afro-Caribbean,Funder,Biotechnology and Biological Sciences Research Council,,
funder_ancestry,Participant share (%),1.2936201739775859,,,Hispanic or Latin American,Funder,Biotechnology and Biological Sciences Research Council,,
funder_ancestry,Participant share (%),0.46338018391171515,,,Other/Mixed,Funder,Biotechnology and Biological Sciences Research Council,,
funder_summary,Participant instances,460621960.0,,,,Funder,British Heart Foundation,,
funder_summary,Non-European %,19.716178751008744,,,,Funder,British Heart Foundation,,
funder_summary,Effective ancestry groups,1.5142946187312512,,,,Funder,British Heart Foundation,,
funder_summary,Publications,355.0,,,,Funder,British Heart Foundation,,
funder_summary,Accessions,8451.0,,,,Funder,British Heart Foundation,,
funder_ancestry,Participant share (%),80.28382124899126,,,European,Funder,British Heart Foundation,,
funder_ancestry,Participant share (%),9.387292347069168,,,Asian,Funder,British Heart Foundation,,
funder_ancestry,Participant share (%),0.5129533989217535,,,African,Funder,British Heart Foundation,,
funder_ancestry,Participant share (%),0.678191504373782,,,African American or Afro-Caribbean,Funder,British Heart Foundation,,
funder_ancestry,Participant share (%),0.8507182332340386,,,Hispanic or Latin American,Funder,British Heart Foundation,,
funder_ancestry,Participant share (%),8.287023267410005,,,Other/Mixed,Funder,British Heart Foundation,,
funder_summary,Participant instances,2996429.0,,,,Funder,CCR NIH HHS,,
funder_summary,Non-European %,12.957790756931,,,,Funder,CCR NIH HHS,,
funder_summary,Effective ancestry groups,1.3043736140866025,,,,Funder,CCR NIH HHS,,
funder_summary,Publications,55.0,,,,Funder,CCR NIH HHS,,
funder_summary,Accessions,84.0,,,,Funder,CCR NIH HHS,,
funder_ancestry,Participant share (%),87.042209243069,,,European,Funder,CCR NIH HHS,,
funder_ancestry,Participant share (%),9.297967680862786,,,Asian,Funder,CCR NIH HHS,,
funder_ancestry,Participant share (%),1.0945361962522724,,,African,Funder,CCR NIH HHS,,
funder_ancestry,Participant share (%),1.1930868376991413,,,African American or Afro-Caribbean,Funder,CCR NIH HHS,,
funder_ancestry,Participant share (%),0.9633800767513597,,,Hispanic or Latin American,Funder,CCR NIH HHS,,
funder_ancestry,Participant share (%),0.40881996536543996,,,Other/Mixed,Funder,CCR NIH HHS,,
funder_summary,Participant instances,12263793.0,,,,Funder,CIHR,,
funder_summary,Non-European %,14.705246574204246,,,,Funder,CIHR,,
funder_summary,Effective ancestry groups,1.3546303067751222,,,,Funder,CIHR,,
funder_summary,Publications,188.0,,,,Funder,CIHR,,
funder_summary,Accessions,349.0,,,,Funder,CIHR,,
funder_ancestry,Participant share (%),85.29475342579576,,,European,Funder,CIHR,,
funder_ancestry,Participant share (%),4.503663752315454,,,Asian,Funder,CIHR,,
funder_ancestry,Participant share (%),0.1112706321771739,,,African,Funder,CIHR,,
funder_ancestry,Participant share (%),0.28944552472469165,,,African American or Afro-Caribbean,Funder,CIHR,,
funder_ancestry,Participant share (%),0.5137888416740237,,,Hispanic or Latin American,Funder,CIHR,,
funder_ancestry,Participant share (%),9.287077823312902,,,Other/Mixed,Funder,CIHR,,
funder_summary,Participant instances,339441058.0,,,,Funder,Cancer Research UK,,
funder_summary,Non-European %,24.508440873407835,,,,Funder,Cancer Research UK,,
funder_summary,Effective ancestry groups,1.676284549359687,,,,Funder,Cancer Research UK,,
funder_summary,Publications,364.0,,,,Funder,Cancer Research UK,,
funder_summary,Accessions,7541.0,,,,Funder,Cancer Research UK,,
funder_ancestry,Participant share (%),75.49155912659216,,,European,Funder,Cancer Research UK,,
funder_ancestry,Participant share (%),9.274736587699417,,,Asian,Funder,Cancer Research UK,,
funder_ancestry,Participant share (%),0.3639786557582554,,,African,Funder,Cancer Research UK,,
funder_ancestry,Participant share (%),0.43233161263597053,,,African American or Afro-Caribbean,Funder,Cancer Research UK,,
funder_ancestry,Participant share (%),1.05268202410564,,,Hispanic or Latin American,Funder,Cancer Research UK,,
funder_ancestry,Participant share (%),13.384711993208553,,,Other/Mixed,Funder,Cancer Research UK,,
funder_summary,Participant instances,48105618.0,,,,Funder,Chief Scientist Office UK,,
funder_summary,Non-European %,5.812657889562919,,,,Funder,Chief Scientist Office UK,,
funder_summary,Effective ancestry groups,1.1255488617779301,,,,Funder,Chief Scientist Office UK,,
funder_summary,Publications,197.0,,,,Funder,Chief Scientist Office UK,,
funder_summary,Accessions,1547.0,,,,Funder,Chief Scientist Office UK,,
funder_ancestry,Participant share (%),94.18734211043707,,,European,Funder,Chief Scientist Office UK,,
funder_ancestry,Participant share (%),3.350739616316747,,,Asian,Funder,Chief Scientist Office UK,,
funder_ancestry,Participant share (%),0.16727983829248383,,,African,Funder,Chief Scientist Office UK,,
funder_ancestry,Participant share (%),0.731085088648066,,,African American or Afro-Caribbean,Funder,Chief Scientist Office UK,,
funder_ancestry,Participant share (%),0.40320654439986614,,,Hispanic or Latin American,Funder,Chief Scientist Office UK,,
funder_ancestry,Participant share (%),1.1603468019057566,,,Other/Mixed,Funder,Chief Scientist Office UK,,
funder_summary,Participant instances,64999977.0,,,,Funder,European Research Council,,
funder_summary,Non-European %,2.7525025124239657,,,,Funder,European Research Council,,
funder_summary,Effective ancestry groups,1.057175257203894,,,,Funder,European Research Council,,
funder_summary,Publications,77.0,,,,Funder,European Research Council,,
funder_summary,Accessions,870.0,,,,Funder,European Research Council,,
funder_ancestry,Participant share (%),97.24749748757603,,,European,Funder,European Research Council,,
funder_ancestry,Participant share (%),0.951554182857634,,,Asian,Funder,European Research Council,,
funder_ancestry,Participant share (%),0.032432319168359085,,,African,Funder,European Research Council,,
funder_ancestry,Participant share (%),0.7541510360842127,,,African American or Afro-Caribbean,Funder,European Research Council,,
funder_ancestry,Participant share (%),0.27908009875141954,,,Hispanic or Latin American,Funder,European Research Council,,
funder_ancestry,Participant share (%),0.7352848755623407,,,Other/Mixed,Funder,European Research Council,,
funder_summary,Participant instances,32594512.0,,,,Funder,FIC NIH HHS,,
funder_summary,Non-European %,47.28150554915502,,,,Funder,FIC NIH HHS,,
funder_summary,Effective ancestry groups,2.767954489920748,,,,Funder,FIC NIH HHS,,
funder_summary,Publications,92.0,,,,Funder,FIC NIH HHS,,
funder_summary,Accessions,329.0,,,,Funder,FIC NIH HHS,,
funder_ancestry,Participant share (%),52.71849445084498,,,European,Funder,FIC NIH HHS,,
funder_ancestry,Participant share (%),13.460084936997982,,,Asian,Funder,FIC NIH HHS,,
funder_ancestry,Participant share (%),5.079572904788389,,,African,Funder,FIC NIH HHS,,
funder_ancestry,Participant share (%),1.469695266491488,,,African American or Afro-Caribbean,Funder,FIC NIH HHS,,
funder_ancestry,Participant share (%),2.3996309562787745,,,Hispanic or Latin American,Funder,FIC NIH HHS,,
funder_ancestry,Participant share (%),24.87252148459839,,,Other/Mixed,Funder,FIC NIH HHS,,
funder_summary,Participant instances,17831452.0,,,,Funder,Howard Hughes Medical Institute,,
funder_summary,Non-European %,1.5510907356282597,,,,Funder,Howard Hughes Medical Institute,,
funder_summary,Effective ancestry groups,1.0316494151880793,,,,Funder,Howard Hughes Medical Institute,,
funder_summary,Publications,60.0,,,,Funder,Howard Hughes Medical Institute,,
funder_summary,Accessions,1602.0,,,,Funder,Howard Hughes Medical Institute,,
funder_ancestry,Participant share (%),98.44890926437174,,,European,Funder,Howard Hughes Medical Institute,,
funder_ancestry,Participant share (%),0.26444285075606855,,,Asian,Funder,Howard Hughes Medical Institute,,
funder_ancestry,Participant share (%),0.9591030500488688,,,African,Funder,Howard Hughes Medical Institute,,
funder_ancestry,Participant share (%),0.14363945235643177,,,African American or Afro-Caribbean,Funder,Howard Hughes Medical Institute,,
funder_ancestry,Participant share (%),0.07941585463707611,,,Hispanic or Latin American,Funder,Howard Hughes Medical Institute,,
funder_ancestry,Participant share (%),0.10448952782981442,,,Other/Mixed,Funder,Howard Hughes Medical Institute,,
funder_summary,Participant instances,200587282.0,,,,Funder,Intramural NIH HHS,,
funder_summary,Non-European %,25.167950079706447,,,,Funder,Intramural NIH HHS,,
funder_summary,Effective ancestry groups,1.7084321011928272,,,,Funder,Intramural NIH HHS,,
funder_summary,Publications,528.0,,,,Funder,Intramural NIH HHS,,
funder_summary,Accessions,5691.0,,,,Funder,Intramural NIH HHS,,
funder_ancestry,Participant share (%),74.83204992029356,,,European,Funder,Intramural NIH HHS,,
funder_ancestry,Participant share (%),5.153856663753986,,,Asian,Funder,Intramural NIH HHS,,
funder_ancestry,Participant share (%),1.8629366541793015,,,African,Funder,Intramural NIH HHS,,
funder_ancestry,Participant share (%),1.6118349916122796,,,African American or Afro-Caribbean,Funder,Intramural NIH HHS,,
funder_ancestry,Participant share (%),1.785870950681709,,,Hispanic or Latin American,Funder,Intramural NIH HHS,,
funder_ancestry,Participant share (%),14.753450819479172,,,Other/Mixed,Funder,Intramural NIH HHS,,
funder_summary,Participant instances,5724854528.0,,,,Funder,Medical Research Council (UK),,
funder_summary,Non-European %,4.793650837026124,,,,Funder,Medical Research Council (UK),,
funder_summary,Effective ancestry groups,1.1019732839960672,,,,Funder,Medical Research Council (UK),,
funder_summary,Publications,1903.0,,,,Funder,Medical Research Council (UK),,
funder_summary,Accessions,46308.0,,,,Funder,Medical Research Council (UK),,
funder_ancestry,Participant share (%),95.20634916297388,,,European,Funder,Medical Research Council (UK),,
funder_ancestry,Participant share (%),2.812152557110356,,,Asian,Funder,Medical Research Council (UK),,
funder_ancestry,Participant share (%),0.14797736708533532,,,African,Funder,Medical Research Council (UK),,
funder_ancestry,Participant share (%),0.1048593980971808,,,African American or Afro-Caribbean,Funder,Medical Research Council (UK),,
funder_ancestry,Participant share (%),0.1765770457669872,,,Hispanic or Latin American,Funder,Medical Research Council (UK),,
funder_ancestry,Participant share (%),1.5520844689662654,,,Other/Mixed,Funder,Medical Research Council (UK),,
funder_summary,Participant instances,2330870635.0,,,,Funder,NCATS NIH HHS,,
funder_summary,Non-European %,25.780136185035424,,,,Funder,NCATS NIH HHS,,
funder_summary,Effective ancestry groups,1.7215985673484446,,,,Funder,NCATS NIH HHS,,
funder_summary,Publications,822.0,,,,Funder,NCATS NIH HHS,,
